548,958	172,110	137,606	38,33440113	146,594	41,10717945	134,753	38,63209129	0,000	0	130,005	38,51010012	
545,390	172,110	138,157	38,4341507	145,328	40,80079765	134,849	38,66613336	0,000	0	127,055	37,93301186	
546,873	172,110	137,901	38,40090084	145,690	40,90324567	134,335	38,49494717	0,000	0	128,947	38,32937518	
546,873	172,110	137,536	38,33440113	146,397	41,07335209	134,618	38,5980455	0,000	0	127,639	38,07677078	
546,191	172,120	138,185	38,46740055	146,337	41,07335209	134,779	38,66613336	0,000	0	130,784	38,69082898	
550,085	172,120	138,082	38,4341507	146,256	41,03952474	134,717	38,63209129	0,000	0	130,501	38,61894952	
549,555	172,110	134,412	37,59909916	145,471	40,83559097	134,277	38,46090509	0,000	0	127,055	37,93301186	
541,214	172,120	137,718	38,36765099	145,830	40,93707303	134,717	38,63209129	0,000	0	128,947	38,32937518	
547,212	172,120	138,260	38,46740055	145,970	40,97090038	134,912	38,70017544	0,000	0	129,931	38,51010012	
549,072	172,120	138,082	38,4341507	146,256	41,03952474	134,717	38,63209129	0,000	0	130,857	38,69082898	
549,911	172,120	138,435	38,50065041	146,397	41,07335209	134,520	38,56303132	0,000	0	128,568	38,25749572	
547,922	172,120	138,074	38,4341507	145,127	40,76697029	134,615	38,5980455	0,000	0	128,167	38,18561626	
545,983	172,120	135,700	37,96675014	146,539	41,10717945	134,717	38,63209129	0,000	0	127,994	38,14967653	
544,950	172,120	134,706	37,6997982	145,970	40,97090038	134,717	38,63209129	0,000	0	127,994	38,14967653	
543,387	172,120	134,543	37,66559887	146,196	41,03952474	134,208	38,46090509	0,000	0	130,041	38,54603985	
544,987	172,130	134,893	37,76630154	146,051	41,00472773	134,975	38,73421752	0,000	0	128,674	38,29343545	
544,593	172,130	137,561	38,36765099	145,572	40,90324567	134,357	38,52898925	0,000	0	127,840	38,14967653	
545,331	172,130	138,005	38,4341507	145,492	40,86941832	134,678	38,63209129	0,000	0	129,062	38,3663412	
547,237	172,120	137,901	38,40090084	145,690	40,90324567	134,431	38,52898925	0,000	0	128,947	38,32937518	
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
